1,0.379230,2.759043,0.364126
3,0.443287,2.750320,0.325978
2,0.331555,2.765619,0.325936
0,0.489855,2.748846,0.338747
1,0.378850,2.758942,0.365083
3,0.442843,2.750227,0.326964
0,0.489326,2.748767,0.339767
2,0.331155,2.765515,0.327131
1,0.378110,2.758744,0.366945
3,0.441971,2.750044,0.328897
2,0.330460,2.765334,0.329209
0,0.488230,2.748606,0.341883
1,0.376856,2.758410,0.370101
3,0.440494,2.749734,0.332174
2,0.329352,2.765046,0.332520
0,0.486544,2.748356,0.345138
1,0.375880,2.758149,0.372557
3,0.439343,2.749493,0.334726
0,0.485447,2.748194,0.347256
2,0.328404,2.764800,0.335351
1,0.374815,2.757864,0.375239
3,0.438089,2.749230,0.337507
0,0.483841,2.747957,0.350358
2,0.327533,2.764574,0.337952
1,0.374296,2.757726,0.376544
3,0.437478,2.749102,0.338862
0,0.483000,2.747833,0.351981
2,0.326978,2.764430,0.339612
1,0.373599,2.757540,0.378298
3,0.436657,2.748930,0.340682
0,0.482112,2.747702,0.353697
2,0.326343,2.764265,0.341507
1,0.372729,2.757308,0.380488
3,0.435631,2.748714,0.342960
2,0.325485,2.764042,0.344071
0,0.480726,2.747497,0.356371
1,0.371544,2.756991,0.383471
3,0.434236,2.748422,0.346053
2,0.324452,2.763774,0.347157
0,0.479169,2.747267,0.359378
1,0.370381,2.756681,0.386397
3,0.432866,2.748135,0.349091
2,0.323365,2.763492,0.350405
0,0.477523,2.747024,0.362556
1,0.369440,2.756429,0.388765
3,0.431757,2.747902,0.351550
2,0.322564,2.763284,0.352798
0,0.476192,2.746827,0.365126
1,0.368299,2.756125,0.391637
3,0.430413,2.747620,0.354530
2,0.321498,2.763007,0.355982
0,0.474592,2.746591,0.368215
1,0.367044,2.755790,0.394795
3,0.428935,2.747310,0.357809
2,0.320425,2.762728,0.359189
0,0.472941,2.746347,0.371402
2,0.319330,2.762444,0.362460
0,0.471371,2.746115,0.374434
1,0.365182,2.755292,0.399483
3,0.426742,2.746850,0.362673
2,0.318336,2.762186,0.365430
0,0.469767,2.745878,0.377530
1,0.364062,2.754993,0.402301
3,0.425422,2.746574,0.365600
2,0.317314,2.761921,0.368483
0,0.468361,2.745670,0.380244
1,0.363058,2.754725,0.404827
3,0.424240,2.746325,0.368222
0,0.467089,2.745482,0.382701
1,0.361651,2.754350,0.408368
3,0.422582,2.745978,0.371898
2,0.316069,2.761597,0.372203
0,0.465101,2.745188,0.386539
1,0.360613,2.754072,0.410981
3,0.421360,2.745722,0.374610
2,0.315154,2.761360,0.374937
0,0.463223,2.744911,0.390165
2,0.313909,2.761036,0.378657
1,0.359195,2.753694,0.414550
3,0.419690,2.745371,0.378314
2,0.312770,2.760741,0.382060
3,0.418167,2.745052,0.381690
1,0.357900,2.753348,0.417808
0,0.461476,2.744653,0.393538
0,0.459869,2.744415,0.396641
2,0.311365,2.760376,0.386258
3,0.416289,2.744658,0.385855
1,0.356189,2.752891,0.422115
0,0.458244,2.744175,0.399778
2,0.310318,2.760104,0.389385
3,0.414890,2.744365,0.388960
1,0.355117,2.752605,0.424814
0,0.456751,2.743955,0.402661
2,0.309269,2.759832,0.392518
1,0.353930,2.752288,0.427801
3,0.413486,2.744070,0.392073
0,0.455600,2.743785,0.404883
2,0.308664,2.759674,0.394327
1,0.353242,2.752105,0.429532
3,0.412024,2.743764,0.395314
0,0.453923,2.743537,0.408121
2,0.307332,2.759329,0.398306
1,0.351731,2.751701,0.433336
3,0.410895,2.743527,0.397818
0,0.452401,2.743312,0.411060
2,0.306455,2.759101,0.400927
1,0.350734,2.751435,0.435843
3,0.409131,2.743157,0.401730
0,0.450951,2.743098,0.413858
2,0.305423,2.758833,0.404008
1,0.349565,2.751123,0.438786
3,0.408154,2.742952,0.403898
0,0.449032,2.742815,0.417563
2,0.304397,2.758567,0.407074
1,0.348401,2.750812,0.441716
3,0.406595,2.742625,0.407355
0,0.447703,2.742618,0.420129
2,0.303226,2.758262,0.410573
1,0.347071,2.750457,0.445063
3,0.405406,2.742376,0.409993
0,0.446020,2.742369,0.423379
2,0.302555,2.758088,0.412578
1,0.346310,2.750253,0.446978
3,0.403923,2.742065,0.413281
0,0.444695,2.742174,0.425936
2,0.301238,2.757746,0.416512
1,0.344815,2.749854,0.450741
3,0.402748,2.741818,0.415887
0,0.442677,2.741875,0.429833
2,0.300087,2.757447,0.419950
1,0.343509,2.749506,0.454027
3,0.400985,2.741448,0.419798
0,0.440937,2.741618,0.433192
2,0.299078,2.757185,0.422966
1,0.342364,2.749200,0.456911
3,0.399757,2.741191,0.422522
0,0.439744,2.741442,0.435496
2,0.298116,2.756936,0.425840
1,0.341272,2.748908,0.459658
3,0.398381,2.740902,0.425572
0,0.438401,2.741244,0.438089
2,0.297083,2.756667,0.428928
1,0.340100,2.748595,0.462609
3,0.397194,2.740654,0.428206
0,0.436425,2.740952,0.441904
1,0.339120,2.748333,0.465075
2,0.296216,2.756442,0.431516
3,0.395349,2.740266,0.432298
0,0.435207,2.740772,0.444257
1,0.337762,2.747971,0.468491
2,0.295020,2.756132,0.435090
3,0.394437,2.740075,0.434319
0,0.433444,2.740511,0.447660
1,0.336514,2.747638,0.471634
2,0.293921,2.755846,0.438375
3,0.392835,2.739739,0.437873
0,0.432123,2.740316,0.450211
1,0.335394,2.747339,0.474451
2,0.292934,2.755590,0.441321
3,0.391058,2.739367,0.441815
0,0.430366,2.740057,0.453603
1,0.334579,2.747121,0.476504
2,0.292216,2.755404,0.443468
3,0.389861,2.739115,0.444469
0,0.429100,2.739870,0.456046
1,0.333128,2.746734,0.480154
2,0.290937,2.755072,0.447287
3,0.388390,2.738807,0.447732
0,0.427088,2.739572,0.459932
1,0.331708,2.746354,0.483729
2,0.289660,2.754740,0.451105
3,0.387014,2.738518,0.450783
0,0.425349,2.739315,0.463290
1,0.330809,2.746114,0.485990
2,0.288894,2.754541,0.453394
3,0.385724,2.738248,0.453643
0,0.424019,2.739119,0.465858
1,0.329689,2.745815,0.488811
2,0.287907,2.754284,0.456343
3,0.384328,2.737955,0.456741
0,0.422312,2.738867,0.469152
1,0.328427,2.745478,0.491986
2,0.286795,2.753996,0.459664
3,0.382830,2.737641,0.460063
0,0.420613,2.738616,0.472434
1,0.327268,2.745169,0.494904
2,0.285463,2.753650,0.463643
3,0.381578,2.737378,0.462838
0,0.419498,2.738451,0.474586
1,0.326313,2.744914,0.497308
2,0.284931,2.753512,0.465233
3,0.380270,2.737104,0.465741
0,0.418006,2.738230,0.477467
2,0.283680,2.753187,0.468971
1,0.324888,2.744533,0.500893
3,0.379272,2.736895,0.467953
0,0.416760,2.738047,0.479871
2,0.282790,2.752956,0.471630
1,0.323878,2.744264,0.503436
3,0.377404,2.736503,0.472097
0,0.415132,2.737806,0.483015
2,0.281837,2.752708,0.474476
1,0.322797,2.743975,0.506156
3,0.376519,2.736317,0.474058
0,0.413554,2.737573,0.486062
2,0.280998,2.752490,0.476983
1,0.321845,2.743721,0.508551
3,0.375097,2.736019,0.477212
0,0.412031,2.737348,0.489002
2,0.279666,2.752145,0.480963
1,0.320332,2.743317,0.512359
3,0.373492,2.735682,0.480773
0,0.410286,2.737090,0.492372
2,0.278955,2.751960,0.483087
1,0.319165,2.743006,0.515296
3,0.372361,2.735445,0.483281
0,0.408772,2.736866,0.495294
2,0.277630,2.751616,0.487045
1,0.318023,2.742700,0.518171
3,0.370884,2.735136,0.486557
0,0.406986,2.736602,0.498742
2,0.276776,2.751394,0.489596
1,0.316672,2.742340,0.521572
3,0.369387,2.734822,0.489876
0,0.405392,2.736367,0.501821
2,0.275449,2.751050,0.493561
1,0.315547,2.742039,0.524402
3,0.367646,2.734456,0.493738
0,0.403645,2.736109,0.505194
2,0.274569,2.750821,0.496190
1,0.314549,2.741773,0.526914
3,0.366399,2.734195,0.496504
0,0.402008,2.735867,0.508353
2,0.273243,2.750477,0.500152
1,0.313043,2.741371,0.530703
3,0.364730,2.733845,0.500205
0,0.400258,2.735608,0.511733
2,0.272077,2.750174,0.503635
1,0.311720,2.741017,0.534034
3,0.363411,2.733568,0.503131
0,0.398621,2.735366,0.514893
1,0.310508,2.740694,0.537085
2,0.271005,2.749896,0.506838
3,0.361780,2.733226,0.506747
0,0.396902,2.735113,0.518211
1,0.309496,2.740423,0.539630
2,0.270114,2.749664,0.509499
3,0.360206,2.732896,0.510238
0,0.395161,2.734855,0.521573
1,0.307844,2.739983,0.543788
2,0.268659,2.749286,0.513848
3,0.358727,2.732586,0.513520
0,0.393351,2.734588,0.525069
1,0.306607,2.739652,0.546901
2,0.267569,2.749003,0.517104
3,0.357278,2.732282,0.516732
0,0.391721,2.734347,0.528215
1,0.305577,2.739377,0.549495
2,0.266661,2.748768,0.519817
3,0.355782,2.731968,0.520050
0,0.390279,2.734134,0.531000
1,0.304110,2.738985,0.553185
2,0.265369,2.748432,0.523678
3,0.354283,2.731654,0.523375
2,0.264319,2.748160,0.526814
1,0.302915,2.738666,0.556194
0,0.388117,2.733815,0.535174
3,0.353026,2.731390,0.526163
2,0.263115,2.747847,0.530411
0,0.386295,2.733546,0.538690
1,0.301548,2.738301,0.559636
3,0.351560,2.731082,0.529415
2,0.262274,2.747629,0.532924
0,0.385023,2.733357,0.541147
1,0.300593,2.738046,0.562037
3,0.350089,2.730774,0.532676
2,0.260977,2.747292,0.536797
0,0.383058,2.733067,0.544941
1,0.299120,2.737653,0.565745
3,0.348595,2.730461,0.535990
2,0.260099,2.747064,0.539422
0,0.381187,2.732791,0.548554
1,0.297718,2.737279,0.569274
3,0.347102,2.730148,0.539300
2,0.258774,2.746720,0.543381
0,0.379531,2.732546,0.551751
1,0.296477,2.736947,0.572398
3,0.345573,2.729827,0.542693
2,0.257907,2.746494,0.545971
0,0.377865,2.732300,0.554968
1,0.295135,2.736589,0.575775
3,0.344124,2.729523,0.545907
2,0.256438,2.746113,0.550359
0,0.376185,2.732052,0.558210
1,0.293969,2.736278,0.578708
3,0.342468,2.729176,0.549579
2,0.255738,2.745931,0.552451
0,0.375125,2.731895,0.560257
1,0.293113,2.736049,0.580864
3,0.341701,2.729015,0.551281
2,0.254803,2.745688,0.555243
0,0.373710,2.731686,0.562990
1,0.292114,2.735782,0.583379
3,0.340080,2.728675,0.554874
2,0.253734,2.745411,0.558439
0,0.372090,2.731447,0.566117
3,0.338730,2.728392,0.557870
1,0.290470,2.735343,0.587516
2,0.252599,2.745116,0.561829
0,0.370073,2.731149,0.570011
3,0.337128,2.728056,0.561421
1,0.289111,2.734980,0.590937
2,0.251670,2.744875,0.564603
0,0.368968,2.730985,0.572146
3,0.335659,2.727747,0.564680
1,0.287863,2.734647,0.594077
2,0.250381,2.744540,0.568455
0,0.367014,2.730697,0.575917
3,0.334151,2.727431,0.568025
1,0.286582,2.734305,0.597300
2,0.249053,2.744195,0.572424
0,0.365004,2.730400,0.579799
3,0.332388,2.727062,0.571934
1,0.285087,2.733906,0.601064
2,0.248165,2.743965,0.575075
0,0.363661,2.730201,0.582392
3,0.330920,2.726754,0.575190
1,0.283841,2.733573,0.604199
2,0.246836,2.743620,0.579046
0,0.361646,2.729904,0.586281
1,0.282579,2.733236,0.607376
3,0.329429,2.726441,0.578498
2,0.245956,2.743391,0.581674
0,0.360316,2.729707,0.588850
1,0.281074,2.732834,0.611163
3,0.327655,2.726069,0.582430
2,0.244628,2.743047,0.585645
0,0.358304,2.729410,0.592734
1,0.279853,2.732508,0.614235
3,0.326218,2.725768,0.585618
2,0.243740,2.742816,0.588296
0,0.356959,2.729211,0.595331
1,0.278556,2.732162,0.617499
3,0.324500,2.725407,0.589428
2,0.242410,2.742470,0.592270
0,0.354946,2.728914,0.599218
1,0.277552,2.731894,0.620027
3,0.323002,2.725093,0.592751
0,0.353286,2.728669,0.602422
2,0.241311,2.742185,0.595554
1,0.276047,2.731492,0.623814
3,0.321505,2.724779,0.596070
0,0.351596,2.728419,0.605686
2,0.240194,2.741895,0.598890
1,0.274804,2.731160,0.626944
3,0.320036,2.724471,0.599328
0,0.350300,2.728227,0.608188
2,0.239338,2.741673,0.601448
1,0.273537,2.730822,0.630133
3,0.318556,2.724161,0.602613
0,0.348331,2.727936,0.611988
2,0.238038,2.741335,0.605331
1,0.272293,2.730490,0.633263
3,0.317073,2.723850,0.605901
0,0.346989,2.727738,0.614581
2,0.237152,2.741105,0.607979
1,0.271022,2.730150,0.636462
3,0.315589,2.723538,0.609191
0,0.344961,2.727438,0.618496
2,0.235811,2.740757,0.611984
1,0.270245,2.729943,0.638416
3,0.314661,2.723344,0.611251
0,0.344190,2.727325,0.619984
2,0.235304,2.740625,0.613501
1,0.269062,2.729627,0.641395
3,0.313170,2.723031,0.614557
0,0.342151,2.727024,0.623920
2,0.233957,2.740275,0.617524
1,0.267701,2.729263,0.644820
3,0.311774,2.722738,0.617654
0,0.340951,2.726846,0.626238
2,0.233164,2.740070,0.619892
1,0.266783,2.729019,0.647129
3,0.310816,2.722537,0.619778
0,0.339537,2.726637,0.628968
2,0.232230,2.739827,0.622683
